height,weight,earn,earnk,ethnicity,education,mother_education,father_education,walk,exercise,smokenow,tense,angry,age,sex
64,200,10000,10,White,14,14,14,1,1,no,7,7,56,female
72,222,33000,33,White,12,12,12,2,1,yes,3,3,26,male
69,149,26000,26,White,18,18,18,1,7,no,0,0,25,male
63,136,60000,60,White,10,10,NA,7,1,no,0,0,78,female
64,110,15000,15,White,16,16,16,8,5,no,0,0,84,female
71,235,18000,18,White,16,16,16,7,7,no,1,1,45,male
59,105,15000,15,White,8,NA,NA,8,1,yes,0,0,61,female
68,170,5000,5,White,13,13,13,6,4,no,0,0,20,male
77,270,60000,60,White,17,17,17,8,2,no,0,0,42,male
68,150,12000,12,White,14,14,14,8,1,no,3,3,69,female
70,140,28000,28,Black,18,18,18,8,1,no,0,0,38,male
69,154,42000,42,White,18,18,18,5,6,yes,0,0,43,male
63,103,2000,2,White,12,12,12,8,1,yes,0,0,33,female
65,147,10000,10,White,16,16,16,1,1,no,1,1,54,female
73,190,20000,20,Black,18,18,18,8,6,no,0,0,33,male
66,145,28000,28,Other,15,15,15,8,1,no,0,0,40,male
72,212,10000,10,Black,17,17,17,4,2,yes,0,0,62,male
66,164,0,0,White,16,NA,NA,8,1,no,0,0,65,male
72,161,31000,31,Black,12,12,12,8,6,yes,7,7,31,male
69,172,17000,17,Black,13,13,13,7,1,no,4,4,37,female
67,220,16000,16,White,12,NA,NA,4,1,no,3,3,39,female
66,170,35000,35,White,15,15,15,8,1,no,0,0,38,female
67,111,3000,3,White,12,12,12,4,1,yes,7,7,26,female
68,149,5000,5,White,11,11,11,7,6,yes,1,1,78,female
72,155,25000,25,White,10,NA,NA,1,1,yes,0,0,51,male
68,150,16000,16,White,18,18,18,8,6,no,4,4,39,female
65,120,35000,35,Black,15,15,15,8,7,no,3,3,42,female
62,140,27000,27,Black,17,17,17,5,1,no,0,0,33,female
69,155,25000,25,White,17,17,17,5,5,no,1,1,29,male
62,200,0,0,White,14,14,14,8,1,no,1,1,78,female
70,145,40000,40,White,16,16,16,4,4,yes,1,1,41,male
66,151,45000,45,White,16,16,16,5,2,no,0,0,43,female
66,185,14000,14,White,12,12,NA,7,1,no,2,2,23,male
66,200,25000,25,White,14,14,14,8,1,yes,0,0,37,female
72,230,40000,40,White,12,12,12,7,5,no,0,0,42,male
69,187,34000,34,White,12,NA,NA,6,1,yes,0,0,35,male
66,205,40000,40,White,12,NA,12,7,2,no,0,0,34,male
71,190,25000,25,White,16,16,16,6,1,no,0,0,83,male
69,165,35000,35,White,14,14,14,1,7,no,0,0,28,male
60,104,12000,12,Hispanic,12,12,12,8,1,yes,0,0,51,female
65,NA,30000,30,White,17,17,17,8,3,no,4,4,43,female
62,180,23000,23,White,12,12,12,2,1,yes,6,6,40,female
67,150,2000,2,White,12,12,12,4,2,no,3,3,30,female
67,175,20000,20,White,14,14,14,8,6,yes,0,0,25,male
68,240,10000,10,Black,9,9,NA,3,1,no,0,0,62,female
65,175,0,0,Black,6,NA,NA,1,1,no,4,4,67,female
63,115,25000,25,White,16,16,16,2,1,no,0,0,33,female
64,210,5000,5,Other,12,12,12,1,1,no,7,7,19,female
66,150,5000,5,Black,11,NA,NA,8,1,yes,0,0,64,female
66,160,60000,60,Black,16,16,16,8,1,no,0,0,43,female
74,170,12000,12,Black,16,16,NA,4,1,yes,3,3,41,male
65,157,25000,25,White,18,18,18,2,1,no,1,1,61,female
63,180,22000,22,Black,14,14,14,2,1,no,0,0,73,female
62,130,0,0,White,12,12,12,4,1,yes,2,2,38,female
68,165,8000,8,White,17,17,17,2,2,no,0,0,25,male
68,NA,5000,5,White,17,17,17,8,7,no,0,0,22,female
66,124,2000,2,White,16,16,16,7,6,no,1,1,21,female
64,110,5000,5,White,14,14,14,8,2,no,0,0,30,female
61,130,10000,10,White,13,13,13,7,1,no,0,0,20,female
65,122,18600,18.6,White,16,16,16,6,6,no,0,0,26,female
62,120,20000,20,White,14,14,14,8,7,no,0,0,20,female
73,200,100000,100,White,18,18,18,2,1,no,0,0,37,male
62,135,50000,50,White,15,15,15,1,1,yes,2,2,40,female
70,170,27000,27,White,12,12,12,6,5,no,1,1,42,male
58,100,1000,1,Black,12,12,12,8,1,yes,0,0,58,female
68,145,18000,18,White,12,12,12,4,2,yes,4,4,20,male
67,140,17000,17,White,14,14,14,4,1,yes,7,7,23,female
64,180,10000,10,White,12,12,12,8,1,no,0,0,74,female
70,208,14000,14,White,14,NA,NA,1,1,no,0,0,35,male
72,200,7200,7.2,White,14,NA,NA,8,1,yes,0,0,66,male
63,130,0,0,Other,8,8,8,4,1,yes,3,3,52,female
63,112,33000,33,White,17,17,17,7,2,no,0,0,39,female
66,180,23000,23,White,12,12,12,1,1,no,0,0,34,male
65,138,10000,10,White,12,12,12,4,1,no,0,0,41,female
61,124,22000,22,White,12,12,12,2,6,no,2,2,24,male
61,110,13000,13,Hispanic,12,12,NA,7,1,no,2,2,19,female
67,150,33000,33,White,12,12,12,8,6,no,3,3,31,female
73,250,36000,36,White,12,12,12,7,1,yes,0,0,36,male
66,180,10000,10,Black,10,NA,10,8,1,no,0,0,64,female
71,185,10000,10,Black,14,14,14,4,1,no,0,0,32,female
64,145,6000,6,White,12,12,12,5,3,no,1,1,60,female
70,199,25000,25,White,11,NA,NA,8,1,no,0,0,63,male
67,165,12000,12,White,12,12,12,8,5,no,3,3,43,female
62,190,10000,10,White,11,NA,NA,5,1,yes,1,1,47,female
67,131,21000,21,White,12,12,12,6,1,no,2,2,45,female
69,210,26000,26,White,12,12,12,5,1,no,1,1,32,male
66,170,22000,22,Black,12,12,12,8,1,yes,0,0,50,female
66,155,23000,23,Black,15,15,15,4,1,no,0,0,54,female
66,150,20000,20,White,15,15,15,8,7,no,1,1,24,male
66,130,10000,10,White,13,13,13,4,1,no,0,0,38,female
64,137,15000,15,White,12,NA,NA,2,1,no,0,0,71,female
72,190,7000,7,Black,14,14,14,5,5,no,1,1,24,male
64,195,15000,15,White,12,12,12,7,1,no,2,2,38,female
64,170,0,0,White,12,12,12,6,1,no,2,2,60,female
65,160,26000,26,White,16,16,16,1,1,yes,0,0,34,female
72,150,10000,10,White,11,11,11,7,5,yes,0,0,31,male
63,150,0,0,White,8,8,8,1,1,no,0,0,57,female
71,185,3000,3,White,14,14,14,8,5,no,1,1,20,male
64,135,27000,27,Hispanic,17,17,17,2,2,no,1,1,41,female
70,190,25000,25,Black,16,16,16,5,4,yes,0,0,52,male
66,125,35000,35,White,18,18,18,8,1,no,0,0,39,female
64,112,28000,28,White,17,17,17,5,7,no,7,7,25,female
69,154,25000,25,White,12,12,12,1,7,yes,1,1,22,female
67,123,15000,15,White,12,12,12,8,6,no,1,1,27,female
75,178,55000,55,White,18,18,18,8,7,no,0,0,30,male
66,125,20000,20,Hispanic,17,17,17,8,7,no,0,0,26,female
67,125,8500,8.5,White,12,12,12,8,1,yes,0,0,44,female
68,132,0,0,White,12,12,12,1,1,no,0,0,58,female
67,142,15000,15,White,13,13,13,5,2,yes,0,0,31,female
75,214,30000,30,Black,8,NA,NA,6,5,yes,0,0,41,male
71,175,30000,30,White,16,16,16,1,1,no,0,0,30,male
62,175,0,0,White,12,12,12,8,1,no,0,0,66,female
68,180,5000,5,White,13,13,13,6,7,no,2,2,54,female
67,124,5000,5,White,14,14,14,2,3,yes,0,0,18,female
68,135,20000,20,White,12,12,12,7,7,no,1,1,31,female
70,183,20000,20,White,15,NA,15,7,1,no,1,1,57,female
70,151,22000,22,White,6,6,6,5,1,no,0,0,75,male
67,145,25000,25,White,16,16,16,1,6,no,0,0,26,male
64,122,0,0,White,16,16,16,1,1,yes,0,0,62,female
64,140,5000,5,Black,12,NA,NA,7,2,no,3,3,33,female
65,120,15000,15,White,12,12,12,8,1,yes,0,0,64,female
71,160,3000,3,White,8,8,8,8,4,no,2,2,22,male
63,137,16000,16,White,12,12,12,6,1,yes,0,0,49,female
70,175,30000,30,White,14,14,14,8,6,no,1,1,27,male
64,126,0,0,White,12,12,12,8,1,no,0,0,57,female
61,148,10000,10,Black,12,12,NA,1,1,no,0,0,39,female
65,162,15000,15,Black,12,12,12,1,5,no,7,7,28,female
67,170,28000,28,White,12,12,12,1,2,no,0,0,46,male
67,150,15000,15,White,12,NA,NA,2,2,no,2,2,45,female
68,NA,15000,15,White,12,12,12,6,1,no,3,3,69,female
59,110,5000,5,White,6,NA,NA,8,1,no,0,0,76,female
63,135,5000,5,White,12,NA,NA,7,7,yes,7,7,53,female
65,153,31500,31.5,White,14,14,14,2,4,no,0,0,35,male
66,168,95000,95,White,18,18,18,7,2,no,3,3,52,male
68,160,45000,45,White,17,17,17,7,1,yes,0,0,61,male
69,150,20000,20,White,12,NA,NA,4,1,no,0,0,53,female
67,145,38000,38,White,12,12,12,1,2,yes,7,7,40,male
72,250,10000,10,White,8,8,NA,8,1,no,0,0,70,male
63,139,15000,15,White,16,16,16,7,1,no,0,0,73,female
74,199,30000,30,White,12,12,12,8,1,no,5,5,41,male
74,225,35900,35.9,White,16,16,16,4,6,no,0,0,42,male
66,104,12000,12,White,13,13,NA,1,7,no,1,1,22,female
72,165,15000,15,White,15,15,15,2,1,no,7,7,35,male
69,115,10000,10,White,16,16,16,2,2,yes,0,0,25,female
66,150,45000,45,White,18,18,18,7,5,no,0,0,44,female
62,175,5000,5,White,12,12,12,4,5,no,3,3,19,female
68,130,5000,5,White,11,11,11,8,1,yes,0,0,25,male
74,185,40000,40,White,16,16,16,8,6,no,0,0,56,male
72,180,21500,21.5,White,12,12,12,8,6,yes,4,4,27,male
66,132,14000,14,White,12,NA,NA,8,1,yes,4,4,62,male
67,175,38000,38,Other,17,17,17,7,4,no,0,0,54,male
65,130,1000,1,White,12,12,12,8,7,no,0,0,18,female
66,240,14000,14,White,12,12,NA,8,1,no,4,4,73,male
65,130,15000,15,White,12,12,12,8,2,yes,1,1,31,female
64,110,15000,15,White,16,16,16,6,2,yes,0,0,23,female
62,132,0,0,Hispanic,12,NA,NA,8,1,no,0,0,63,female
64,160,25000,25,White,12,NA,NA,4,1,no,0,0,70,female
68,145,24000,24,White,13,13,13,7,6,no,0,0,42,female
64,130,4500,4.5,White,16,16,16,8,4,yes,4,4,23,female
64,127,18000,18,White,16,16,16,7,5,no,0,0,63,female
64,115,35000,35,White,12,12,12,8,7,no,0,0,19,female
63,100,14000,14,White,12,NA,12,2,2,no,0,0,20,female
69,160,10000,10,White,12,12,12,1,1,no,7,7,28,female
67,150,9500,9.5,White,12,12,12,2,1,yes,1,1,32,female
63,140,11000,11,White,15,15,15,1,1,no,0,0,66,female
67,140,17000,17,White,12,12,12,8,5,no,0,0,67,male
60,130,6000,6,White,13,13,13,8,6,no,0,0,28,female
62,140,2500,2.5,White,11,NA,NA,8,1,no,0,0,58,female
72,163,40000,40,White,16,16,16,7,5,no,0,0,41,male
67,190,0,0,White,14,14,14,6,5,no,2,2,35,female
67,165,25000,25,White,16,16,16,8,2,no,1,1,39,male
68,170,15000,15,White,13,13,13,8,1,no,2,2,65,female
66,170,28000,28,Black,15,15,15,8,2,yes,0,0,60,female
66,136,33000,33,Black,12,12,12,8,1,no,1,1,45,female
68,210,5000,5,White,16,16,16,8,4,no,0,0,62,female
60,149,4000,4,White,8,NA,NA,8,1,no,7,7,64,female
67,150,0,0,White,12,12,NA,8,6,yes,7,7,29,female
65,130,4100,4.1,White,16,16,16,5,2,yes,0,0,30,male
60,89,5000,5,White,11,11,NA,1,1,no,0,0,76,male
69,135,25000,25,White,12,12,12,1,1,no,0,0,82,female
72,205,32000,32,White,12,12,NA,2,7,no,0,0,28,male
65,170,15000,15,Hispanic,9,9,9,8,1,yes,0,0,40,male
69,170,15000,15,White,14,14,14,7,3,yes,0,0,38,male
64,140,13000,13,White,8,NA,NA,8,1,yes,0,0,58,female
64,150,8000,8,Hispanic,8,8,8,1,4,no,0,0,27,male
62,100,0,0,Other,17,17,17,1,1,no,3,3,26,female
65,170,0,0,White,13,13,13,5,4,no,0,0,56,female
64,125,17000,17,White,12,12,12,8,2,no,1,1,38,female
67,137,15000,15,White,12,12,12,8,1,no,0,0,77,female
66,170,18000,18,White,13,13,13,8,4,no,0,0,32,male
73,165,12000,12,White,12,12,12,7,7,no,1,1,24,male
74,295,7000,7,White,7,7,7,7,1,no,1,1,49,male
66,121,0,0,White,12,12,12,2,2,no,2,2,24,female
65,130,1200,1.2,White,14,14,14,6,3,no,1,1,22,female
72,170,0,0,White,12,12,12,6,7,no,0,0,18,male
64,120,0,0,White,12,12,12,6,4,no,2,2,18,female
63,165,14000,14,White,12,12,12,1,1,yes,0,0,21,male
63,115,17000,17,White,12,12,12,2,1,yes,3,3,40,female
66,150,30000,30,White,12,12,12,8,2,no,3,3,42,male
69,196,5000,5,White,6,6,6,8,1,no,0,0,61,male
72,230,0,0,White,10,NA,NA,1,4,no,0,0,63,male
64,140,62000,62,White,12,12,12,7,1,no,0,0,81,female
70,260,25000,25,White,12,NA,NA,4,1,no,0,0,53,male
66,185,22000,22,Hispanic,12,12,12,5,2,no,0,0,33,female
63,130,15000,15,White,12,12,12,5,4,yes,2,2,21,female
73,210,27000,27,White,12,12,12,3,3,no,3,3,91,male
63,135,20000,20,White,16,16,16,3,5,no,0,0,26,female
69,160,9000,9,White,11,11,11,8,7,no,2,2,34,female
66,120,0,0,White,14,14,14,3,5,no,0,0,24,female
73,168,17000,17,White,12,12,NA,4,5,no,0,0,30,male
65,119,5000,5,White,14,14,14,8,1,no,4,4,21,female
71,145,15000,15,White,12,12,12,1,1,yes,4,4,21,male
68,160,1800,1.8,White,12,12,12,6,1,no,7,7,46,female
64,145,18000,18,White,12,12,12,3,1,no,1,1,46,female
63,120,25000,25,White,18,18,18,8,1,no,0,0,42,female
66,150,5000,5,Black,14,14,14,8,6,no,2,2,47,female
70,220,20000,20,Black,16,16,16,8,5,no,2,2,41,male
64,115,75000,75,White,15,15,15,7,4,no,1,1,40,female
66,170,3500,3.5,White,12,12,12,6,3,no,0,0,40,female
61,130,36000,36,White,12,NA,12,8,1,no,0,0,71,female
72,210,30000,30,White,12,12,12,5,3,yes,3,3,25,male
65,145,25000,25,White,13,13,13,1,7,yes,0,0,78,female
64,200,1000,1,White,14,14,14,3,1,no,4,4,26,female
68,187,60000,60,White,12,NA,NA,8,1,no,0,0,66,male
64,170,5000,5,White,12,NA,NA,1,1,no,1,1,73,female
74,195,35000,35,White,13,NA,13,8,1,no,0,0,76,male
67,160,9000,9,White,13,13,13,8,1,yes,0,0,33,male
70,184,35000,35,White,9,9,9,7,1,no,0,0,84,male
66,150,11000,11,White,10,10,10,6,1,yes,0,0,58,female
71,180,12000,12,White,12,12,12,8,6,no,0,0,52,male
71,170,30000,30,White,12,12,12,7,4,yes,0,0,43,male
71,155,19000,19,Black,7,NA,NA,8,1,yes,0,0,57,male
67,215,5000,5,White,12,12,NA,2,1,no,0,0,46,female
74,205,9000,9,White,9,NA,NA,1,1,yes,0,0,61,male
75,225,30000,30,White,16,16,16,7,2,no,0,0,29,male
62,118,0,0,White,12,12,12,4,1,no,5,5,33,female
72,150,9000,9,White,12,12,12,2,4,no,2,2,32,male
66,145,15000,15,Hispanic,16,16,16,6,5,no,0,0,30,female
65,135,8000,8,Black,12,12,12,8,5,no,3,3,31,female
70,175,25000,25,White,8,NA,NA,8,1,no,7,7,45,male
66,129,10000,10,White,10,10,10,4,1,no,0,0,75,female
72,160,33000,33,White,12,NA,12,8,4,no,1,1,37,male
70,175,5000,5,Black,10,NA,NA,8,7,no,0,0,60,male
72,185,5000,5,Black,5,NA,NA,1,1,no,0,0,83,female
64,237,15000,15,Black,9,NA,NA,8,1,no,0,0,65,female
60,140,12000,12,Hispanic,12,12,12,8,1,no,7,7,28,female
64,136,18000,18,White,15,15,15,3,4,yes,2,2,37,female
61,169,5000,5,Hispanic,8,8,8,5,1,no,0,0,33,female
66,181,15000,15,Black,12,12,12,6,1,no,0,0,59,female
65,193,30000,30,White,13,13,13,7,1,no,0,0,61,female
65,198,12500,12.5,White,12,12,12,5,4,no,3,3,32,female
62,145,10000,10,Black,12,NA,12,1,1,no,0,0,36,female
68,212,8500,8.5,Black,13,13,13,1,1,no,0,0,71,male
67,205,15000,15,White,13,13,13,1,2,no,0,0,36,female
73,175,21000,21,Black,14,14,14,8,1,no,0,0,46,male
63,122,0,0,White,12,12,12,8,6,no,0,0,29,female
64,153,21000,21,White,12,12,12,2,1,no,0,0,77,female
70,210,40000,40,White,12,12,12,7,2,no,0,0,47,male
66,135,0,0,White,13,13,13,7,6,no,0,0,24,female
68,160,21000,21,White,17,17,17,4,2,no,0,0,25,female
63,123,0,0,White,13,13,13,2,5,no,4,4,39,female
66,160,5000,5,White,12,12,12,4,1,no,0,0,52,female
71,153,22000,22,White,17,17,17,2,1,no,2,2,36,female
73,155,30000,30,White,14,14,14,8,4,no,0,0,26,male
64,185,0,0,White,12,12,12,3,1,yes,3,3,28,female
61,140,123000,123,White,14,14,14,8,3,no,0,0,58,female
63,190,8000,8,White,9,NA,9,8,1,no,4,4,45,female
63,140,0,0,White,9,NA,NA,1,1,yes,1,1,54,female
62,115,0,0,White,8,8,8,7,1,yes,0,0,56,female
64,145,2000,2,White,9,9,NA,3,1,no,0,0,25,female
67,195,7600,7.6,White,6,NA,6,5,1,no,0,0,62,female
67,145,0,0,White,12,12,12,1,1,no,2,2,18,female
66,157,5000,5,White,8,NA,NA,7,1,no,0,0,69,female
72,160,15000,15,White,14,14,14,7,5,no,2,2,22,male
66,135,5000,5,White,15,15,15,1,1,no,0,0,27,female
66,135,15000,15,Black,12,12,12,5,1,no,0,0,30,female
61,114,0,0,White,18,18,18,3,1,no,0,0,45,female
63,138,10000,10,White,12,12,12,2,1,no,4,4,25,female
73,244,35000,35,White,12,12,12,8,2,no,2,2,48,male
64,130,15000,15,White,12,12,12,1,1,no,7,7,26,female
66,158,15000,15,White,16,16,16,7,5,yes,0,0,57,female
70,155,4000,4,White,12,12,12,8,3,yes,0,0,22,female
68,165,16000,16,White,8,8,NA,2,6,no,0,0,24,male
67,128,200,0.2,White,12,12,12,7,1,no,0,0,33,female
74,195,23000,23,White,16,16,16,4,4,no,0,0,25,male
64,123,16000,16,White,16,16,16,8,5,yes,2,2,27,female
61,130,0,0,White,12,12,12,2,1,no,1,1,27,female
66,250,0,0,White,12,12,12,1,1,no,0,0,52,female
60,200,6000,6,White,12,12,12,2,1,no,3,3,49,female
59,125,600,0.6,White,9,9,9,8,1,no,0,0,46,female
62,160,0,0,Black,16,16,16,5,1,no,1,1,36,female
62,187,0,0,Black,14,14,14,8,1,no,2,2,61,female
62,124,25000,25,Black,12,12,12,7,1,no,7,7,21,female
62,210,0,0,White,12,12,12,1,1,no,0,0,25,female
75,201,28000,28,Other,16,16,16,8,6,yes,0,0,34,male
66,155,15000,15,White,8,NA,NA,6,1,yes,NA,NA,47,female
66,160,4000,4,White,8,8,8,4,1,no,2,2,66,female
64,129,15000,15,White,12,12,12,8,1,yes,2,2,35,male
71,172,15000,15,White,12,12,12,8,7,no,1,1,25,male
66,150,25000,25,White,18,18,18,5,2,no,0,0,36,female
70,170,5000,5,White,13,13,13,1,1,yes,0,0,61,male
61,117,0,0,White,10,NA,NA,2,6,yes,2,2,35,female
63,123,25000,25,White,12,12,12,4,5,yes,0,0,30,female
67,117,15000,15,White,12,12,12,5,1,no,1,1,26,female
74,230,15000,15,White,12,12,NA,4,1,no,0,0,49,female
69,180,40000,40,White,11,NA,NA,8,7,yes,0,0,44,male
70,255,30000,30,White,11,11,11,5,1,no,0,0,51,male
66,195,5000,5,White,12,12,12,8,1,yes,7,7,29,female
74,200,35000,35,White,14,14,14,8,7,no,0,0,34,male
65,200,16000,16,White,14,14,14,2,1,no,3,3,31,female
63,145,5000,5,White,12,12,12,3,1,no,7,7,36,female
64,128,28000,28,White,16,16,16,7,7,no,0,0,40,female
68,206,20000,20,White,15,15,15,1,2,no,7,7,42,male
66,140,21000,21,White,13,13,13,8,7,yes,7,7,30,male
69,210,17000,17,Black,12,NA,NA,7,4,yes,2,2,42,male
60,115,24000,24,White,13,13,13,7,1,yes,0,0,50,female
61,110,25000,25,White,12,12,12,8,1,no,0,0,75,female
75,162,40000,40,White,12,12,12,4,7,no,1,1,46,male
70,220,15000,15,White,9,9,9,2,2,no,0,0,25,male
63,145,0,0,Hispanic,9,9,9,8,3,no,7,7,23,female
69,150,0,0,White,13,13,13,6,6,no,0,0,20,male
66,165,0,0,White,16,16,16,7,1,no,0,0,63,female
64,120,8000,8,White,13,13,13,7,5,yes,1,1,19,female
63,175,19000,19,Hispanic,15,15,15,1,1,yes,0,0,45,female
64,178,5000,5,White,12,NA,12,1,1,no,0,0,76,female
64,120,10000,10,Hispanic,11,NA,NA,8,3,no,2,2,36,female
67,138,45000,45,White,16,16,16,7,6,yes,0,0,69,female
64,145,5000,5,Black,17,17,17,8,1,no,0,0,33,male
72,160,0,0,White,14,14,14,7,5,no,0,0,21,male
63,142,24000,24,Black,14,14,14,4,5,no,1,1,40,female
67,100,5000,5,White,14,14,14,4,5,no,1,1,19,female
63,155,15000,15,Hispanic,14,14,14,4,5,no,1,1,42,female
66,160,33000,33,White,16,16,16,7,7,no,0,0,34,male
65,125,24000,24,White,14,14,14,8,1,no,0,0,24,female
63,135,6000,6,White,13,13,13,4,1,no,0,0,23,female
66,129,90000,90,White,14,NA,NA,6,1,no,0,0,55,female
64,190,0,0,White,16,16,16,6,2,no,4,4,45,female
64,170,57000,57,White,18,18,18,7,6,no,0,0,47,female
68,125,15000,15,White,14,14,14,3,2,no,0,0,21,female
71,195,13800,13.8,White,14,14,14,4,1,yes,1,1,54,male
71,280,30000,30,White,18,18,18,4,2,no,1,1,37,male
72,155,15000,15,White,12,12,12,4,3,yes,3,3,40,male
60,115,15000,15,White,14,14,14,7,1,no,0,0,75,female
70,170,31000,31,White,12,12,12,8,7,no,1,1,29,male
74,180,33000,33,White,17,17,17,8,7,no,1,1,40,male
68,175,30000,30,White,18,18,18,8,1,no,0,0,61,male
74,218,12000,12,White,12,12,12,2,1,no,0,0,38,male
75,150,5000,5,White,12,12,12,6,1,no,0,0,22,male
68,171,21000,21,White,12,12,12,6,6,no,0,0,59,male
72,185,45000,45,White,12,12,12,8,7,yes,0,0,59,male
63,140,28000,28,White,18,18,18,2,4,no,0,0,46,female
71,225,25000,25,White,9,9,9,1,1,no,0,0,62,male
72,210,12000,12,White,12,12,12,3,2,no,2,2,31,male
64,170,19000,19,White,12,12,12,8,2,no,0,0,46,female
63,200,6000,6,White,14,14,14,8,1,no,6,6,35,female
66,230,5300,5.3,White,13,13,13,1,1,no,0,0,60,female
66,121,5000,5,Black,12,12,12,1,1,no,0,0,21,female
61,87,15000,15,White,13,13,13,1,4,no,7,7,28,female
60,110,5000,5,Black,2,NA,NA,1,1,no,0,0,90,male
62,120,0,0,White,12,12,12,2,2,no,3,3,29,female
65,145,15000,15,White,11,NA,NA,6,1,yes,0,0,59,female
73,215,17000,17,White,12,12,12,8,1,no,4,4,46,male
66,165,4700,4.7,Black,12,NA,12,5,1,no,6,6,78,female
67,139,5000,5,White,12,12,12,8,1,no,0,0,75,female
68,113,0,0,White,12,12,12,1,1,no,0,0,18,female
62,150,9500,9.5,White,12,12,12,3,1,no,0,0,65,female
65,150,1700,1.7,White,12,12,12,8,1,no,1,1,22,male
63,130,0,0,White,14,14,14,8,5,no,1,1,43,female
62,141,5400,5.4,White,12,12,12,6,1,yes,1,1,31,female
68,160,10000,10,White,12,12,12,7,2,no,0,0,31,male
59,99,25000,25,White,15,15,15,7,1,no,0,0,83,female
62,180,0,0,White,12,12,12,6,3,no,2,2,39,female
69,165,5000,5,White,13,13,NA,4,2,yes,0,0,38,male
70,135,25000,25,White,14,14,14,8,4,yes,2,2,33,female
66,180,15000,15,White,8,8,NA,8,1,no,0,0,82,male
64,102,0,0,White,9,9,9,8,1,yes,2,2,63,female
59,120,15000,15,White,12,NA,NA,1,1,no,0,0,82,female
62,100,25000,25,White,10,NA,NA,8,1,yes,0,0,73,female
68,190,30000,30,White,12,12,12,4,2,no,1,1,42,male
68,157,35000,35,White,16,16,16,7,5,no,2,2,43,female
63,220,25000,25,White,11,NA,NA,4,1,no,7,7,46,female
63,130,28000,28,White,18,18,18,4,2,no,0,0,44,female
63,100,42000,42,White,12,12,12,7,1,yes,5,5,40,female
68,170,45000,45,White,12,12,12,8,1,no,0,0,58,male
64,121,55000,55,White,12,12,12,8,7,no,1,1,51,female
65,128,5000,5,White,15,15,15,1,5,no,0,0,39,female
72,220,62000,62,White,17,17,17,6,1,no,2,2,55,male
70,135,36000,36,White,16,16,16,3,2,no,1,1,30,female
66,140,15000,15,White,12,12,12,1,1,no,0,0,81,female
70,155,25000,25,White,10,NA,NA,8,2,yes,0,0,31,male
72,220,19000,19,White,12,12,12,6,5,no,0,0,28,male
69,165,38000,38,White,11,11,11,4,2,no,0,0,50,male
63,120,15000,15,White,14,14,14,8,4,no,1,1,37,female
58,114,4500,4.5,White,5,NA,NA,1,1,no,0,0,85,female
63,115,96000,96,White,14,14,14,3,7,no,0,0,27,female
63,115,11000,11,White,12,12,12,8,1,no,0,0,47,female
73,312,9000,9,White,15,15,15,8,2,no,0,0,34,male
69,127,5000,5,White,14,14,14,7,7,no,0,0,24,female
70,160,50000,50,White,12,12,12,8,1,yes,0,0,51,male
66,115,0,0,White,12,NA,12,7,1,no,0,0,59,female
60,170,5000,5,White,15,15,NA,8,1,no,0,0,56,female
66,185,0,0,White,16,16,16,8,1,no,0,0,62,female
65,185,6000,6,White,13,13,13,8,1,no,0,0,44,female
72,180,100000,100,White,13,13,13,6,7,no,7,7,22,male
62,130,16500,16.5,White,13,13,13,7,1,no,1,1,46,female
72,200,25000,25,White,12,12,12,8,1,no,0,0,54,male
69,185,0,0,White,12,12,12,8,7,no,0,0,18,male
65,120,15000,15,Black,12,12,12,5,6,no,7,7,32,female
73,134,15000,15,Black,14,14,14,2,2,no,0,0,26,male
66,140,15000,15,Black,12,12,12,8,5,no,3,3,40,female
72,280,32000,32,White,14,14,14,7,1,no,0,0,40,male
73,230,30000,30,White,18,18,18,1,1,no,0,0,41,male
68,150,10000,10,White,16,16,16,4,1,no,0,0,42,female
59,180,15000,15,White,12,12,12,1,1,no,0,0,62,female
64,128,0,0,White,12,NA,NA,1,1,yes,1,1,35,female
66,125,15000,15,White,12,12,12,8,5,no,0,0,19,female
60,129,6500,6.5,White,8,8,8,5,1,no,0,0,83,female
60,124,26000,26,White,18,18,18,6,5,no,0,0,63,female
65,140,17000,17,White,12,12,12,8,3,no,0,0,59,female
63,150,22000,22,Other,18,18,18,8,1,no,0,0,59,female
64,145,10000,10,White,12,12,NA,8,1,no,0,0,41,female
71,165,50000,50,White,14,14,14,8,7,no,0,0,58,male
67,162,20000,20,White,12,12,12,6,1,no,0,0,35,male
63,145,5000,5,White,12,NA,NA,3,1,no,0,0,67,female
67,150,0,0,White,13,13,13,1,7,no,0,0,59,female
63,160,400,0.4,White,12,12,12,4,5,yes,3,3,31,female
72,160,30000,30,White,12,NA,NA,7,1,yes,0,0,67,male
65,125,16000,16,White,14,14,14,5,1,no,1,1,59,female
66,112,62000,62,White,14,14,14,6,2,no,1,1,43,female
66,160,10000,10,White,12,NA,NA,3,1,no,0,0,66,female
63,115,14000,14,White,13,13,13,4,6,no,0,0,58,female
65,112,5000,5,White,15,15,15,3,2,no,5,5,20,female
74,210,40000,40,White,16,16,16,5,4,no,0,0,34,male
67,170,5000,5,White,13,13,13,8,1,yes,2,2,55,female
68,185,25000,25,White,17,17,17,1,1,yes,0,0,47,female
65,150,12000,12,White,12,12,12,2,1,no,1,1,51,female
64,137,58000,58,White,16,16,16,4,7,no,5,5,34,female
68,128,18000,18,White,16,16,16,4,2,no,1,1,26,female
